run_id,issue_key,sub_question,left,right,winner,positional_inconsistent,ab_winner_side,ba_winner_side,judge_model,judge_temperature,judged_at,winner_actionability,inconsistent_actionability,winner_completeness,inconsistent_completeness,winner_project_specificity,inconsistent_project_specificity,winner_granularity,inconsistent_granularity,winner_clarity,inconsistent_clarity
20260814T033139Z,PIG-692,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:12:13.161675+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,,True,,True,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-704,SQ1,full_rag_minus_coding_conventions,full_rag,,True,full_rag,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:13:47.284403+00:00,,True,full_rag_minus_coding_conventions,False,full_rag,False,,True,,True
20260814T033139Z,PIG-712,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:15:57.831691+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,,True,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-713,SQ1,full_rag_minus_coding_conventions,full_rag,,True,full_rag_minus_coding_conventions,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:14:30.382827+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-732,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:16:35.295339+00:00,full_rag,False,,True,full_rag,False,,True,,True
20260814T033139Z,PIG-741,SQ1,full_rag_minus_coding_conventions,full_rag,,True,full_rag_minus_coding_conventions,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:18:36.454161+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-745,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:15:19.939187+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-753,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:21:18.963621+00:00,full_rag_minus_coding_conventions,False,,True,full_rag_minus_coding_conventions,False,,True,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-781,SQ1,full_rag_minus_coding_conventions,full_rag,,True,full_rag_minus_coding_conventions,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:20:02.676732+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-792,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:24:05.618550+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-795,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:17:53.957993+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-820,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:23:19.342130+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-830,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:20:40.771506+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-832,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:21:57.922801+00:00,full_rag,False,full_rag,False,full_rag_minus_coding_conventions,False,,True,full_rag,False
20260814T033139Z,PIG-868,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-14T04:22:34.381094+00:00,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,False,,True,full_rag_minus_coding_conventions,False
20260814T033139Z,PIG-885,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:24:47.562859+00:00,full_rag,False,full_rag,False,,True,,True,full_rag,False
20260814T033139Z,PIG-893,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag_minus_coding_conventions,False,full_rag_minus_coding_conventions,full_rag_minus_coding_conventions,claude-sonnet-4-6,0.0,2026-08-16T16:15:40.136593+00:00,full_rag_minus_coding_conventions,False,full_rag,False,full_rag_minus_coding_conventions,False,,True,full_rag,False
20260814T033139Z,PIG-907,SQ1,full_rag_minus_coding_conventions,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:26:00.981308+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-626,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:19:14.141519+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-627,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:17:08.694365+00:00,full_rag_minus_design_documents,False,,True,,True,,True,full_rag_minus_design_documents,False
20260814T033139Z,PIG-692,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:12:07.884331+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-704,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:13:41.540477+00:00,full_rag,False,full_rag_minus_design_documents,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-712,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:15:52.916880+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-713,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:14:24.271362+00:00,,True,full_rag,False,,True,full_rag,False,full_rag,False
20260814T033139Z,PIG-732,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:16:30.189233+00:00,full_rag,False,full_rag,False,,True,,True,full_rag,False
20260814T033139Z,PIG-741,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:18:30.617418+00:00,full_rag,False,,True,full_rag,False,,True,full_rag,False
20260814T033139Z,PIG-745,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:15:13.287697+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-753,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:21:12.922603+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-781,SQ1,full_rag_minus_design_documents,full_rag,,True,full_rag,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:19:55.712722+00:00,,True,,True,,True,full_rag_minus_design_documents,False,,True
20260814T033139Z,PIG-792,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:23:59.022840+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-795,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:17:47.403275+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False
20260814T033139Z,PIG-820,SQ1,full_rag_minus_design_documents,full_rag,,True,full_rag,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:23:13.246267+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-830,SQ1,full_rag_minus_design_documents,full_rag,,True,full_rag,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:20:35.034544+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-832,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:21:52.857458+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-868,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:22:29.239525+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,,True,,True,full_rag_minus_design_documents,False
20260814T033139Z,PIG-885,SQ1,full_rag_minus_design_documents,full_rag,full_rag_minus_design_documents,False,full_rag_minus_design_documents,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:24:42.468932+00:00,full_rag_minus_design_documents,False,full_rag_minus_design_documents,False,,True,,True,full_rag_minus_design_documents,False
20260814T033139Z,PIG-893,SQ1,full_rag_minus_design_documents,full_rag,,True,full_rag,full_rag_minus_design_documents,claude-sonnet-4-6,0.0,2026-08-14T04:25:23.192392+00:00,,True,full_rag,False,,True,,True,full_rag_minus_design_documents,False
20260814T033139Z,PIG-907,SQ1,full_rag_minus_design_documents,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:25:55.188131+00:00,full_rag,False,full_rag,False,,True,,True,full_rag,False
20260814T033139Z,PIG-626,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:19:05.718769+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-627,SQ1,full_rag_minus_past_tickets,full_rag,,True,full_rag_minus_past_tickets,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:17:03.163720+00:00,,True,full_rag_minus_past_tickets,False,full_rag,False,,True,,True
20260814T033139Z,PIG-692,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:12:02.720900+00:00,,True,full_rag,False,full_rag,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-704,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:13:36.317010+00:00,full_rag,False,,True,full_rag,False,,True,full_rag,False
20260814T033139Z,PIG-712,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:15:47.592380+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,,True,,True,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-713,SQ1,full_rag_minus_past_tickets,full_rag,,True,full_rag_minus_past_tickets,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:14:16.965669+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-732,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:16:25.379537+00:00,full_rag,False,,True,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-741,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:18:24.678601+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-745,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:15:07.043010+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-753,SQ1,full_rag_minus_past_tickets,full_rag,,True,full_rag_minus_past_tickets,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:21:07.600832+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-781,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:19:49.978683+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,,True,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-792,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:23:51.815389+00:00,full_rag_minus_past_tickets,False,,True,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-795,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:17:40.953008+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,,True
20260814T033139Z,PIG-820,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:23:06.500473+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-830,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:20:29.676902+00:00,full_rag,False,full_rag_minus_past_tickets,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-832,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:21:47.945502+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-868,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:22:23.893932+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,,True,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-885,SQ1,full_rag_minus_past_tickets,full_rag,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,full_rag_minus_past_tickets,claude-sonnet-4-6,0.0,2026-08-14T04:24:36.294353+00:00,full_rag_minus_past_tickets,False,full_rag_minus_past_tickets,False,,True,,True,full_rag_minus_past_tickets,False
20260814T033139Z,PIG-893,SQ1,full_rag_minus_past_tickets,full_rag,,True,full_rag_minus_past_tickets,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:25:17.463280+00:00,,True,,True,,True,,True,,True
20260814T033139Z,PIG-907,SQ1,full_rag_minus_past_tickets,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-16T16:15:51.859827+00:00,full_rag,False,full_rag,False,full_rag,False,,True,full_rag,False
20260814T033139Z,PIG-626,SQ2,vanilla,full_rag,vanilla,False,vanilla,vanilla,claude-sonnet-4-6,0.0,2026-08-14T04:19:33.594828+00:00,vanilla,False,vanilla,False,vanilla,False,vanilla,False,vanilla,False
20260814T033139Z,PIG-627,SQ2,vanilla,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:17:23.489726+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,,True
20260814T033139Z,PIG-692,SQ2,vanilla,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:12:24.136282+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-704,SQ2,vanilla,full_rag,,True,full_rag,vanilla,claude-sonnet-4-6,0.0,2026-08-14T04:13:58.887601+00:00,,True,,True,full_rag,False,,True,,True
20260814T033139Z,PIG-712,SQ2,vanilla,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:16:10.122548+00:00,,True,full_rag,False,,True,,True,full_rag,False
20260814T033139Z,PIG-713,SQ2,vanilla,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:14:43.283666+00:00,full_rag,False,full_rag,False,full_rag,False,full_rag,False,full_rag,False
20260814T033139Z,PIG-732,SQ2,vanilla,full_rag,,True,vanilla,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:16:46.371807+00:00,full_rag,False,,True,full_rag,False,,True,,True
20260814T033139Z,PIG-741,SQ2,vanilla,full_rag,vanilla,False,vanilla,vanilla,claude-sonnet-4-6,0.0,2026-08-14T04:18:48.538298+00:00,vanilla,False,vanilla,False,,True,vanilla,False,vanilla,False
20260814T033139Z,PIG-745,SQ2,vanilla,full_rag,vanilla,False,vanilla,vanilla,claude-sonnet-4-6,0.0,2026-08-14T04:15:32.242826+00:00,vanilla,False,vanilla,False,vanilla,False,vanilla,False,vanilla,False
20260814T033139Z,PIG-753,SQ2,vanilla,full_rag,vanilla,False,vanilla,vanilla,claude-sonnet-4-6,0.0,2026-08-14T04:21:31.353628+00:00,vanilla,False,vanilla,False,vanilla,False,vanilla,False,vanilla,False
20260814T033139Z,PIG-781,SQ2,vanilla,full_rag,full_rag,False,full_rag,full_rag,claude-sonnet-4-6,0.0,2026-08-14T04:20:14.658292+00:00,full_rag,False,,True,full_rag,False,full_rag,False,full_rag,False
